time,state,geography,geography_name,grade,vaccine,n_exempt
12-31-2018,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54001,Barbour County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54003,Berkeley County,Kindergarten,mmr,3.00
12-31-2025,West Virginia,54003,Berkeley County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54005,Boone County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54007,Braxton County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54009,Brooke County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54011,Cabell County,Kindergarten,mmr,1.00
12-31-2024,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54011,Cabell County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54013,Calhoun County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54015,Clay County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54017,Doddridge County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54019,Fayette County,Kindergarten,mmr,1.00
12-31-2020,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54019,Fayette County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54021,Gilmer County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54023,Grant County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54025,Greenbrier County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54025,Greenbrier County,Kindergarten,mmr,1.00
12-31-2018,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54027,Hampshire County,Kindergarten,mmr,1.00
12-31-2025,West Virginia,54027,Hampshire County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54029,Hancock County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54031,Hardy County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54033,Harrison County,Kindergarten,mmr,1.00
12-31-2020,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54033,Harrison County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54035,Jackson County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54037,Jefferson County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54039,Kanawha County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54041,Lewis County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54043,Lincoln County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54045,Logan County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54049,Marion County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54051,Marshall County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54053,Mason County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54047,McDowell County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54055,Mercer County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54057,Mineral County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54059,Mingo County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54061,Monongalia County,Kindergarten,mmr,1.00
12-31-2022,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54061,Monongalia County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54063,Monroe County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54065,Morgan County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54067,Nicholas County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54069,Ohio County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54071,Pendleton County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54073,Pleasants County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54075,Pocahontas County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54077,Preston County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54079,Putnam County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54081,Raleigh County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54081,Raleigh County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54081,Raleigh County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54081,Raleigh County,Kindergarten,mmr,1.00
12-31-2022,West Virginia,54081,Raleigh County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54081,Raleigh County,Kindergarten,mmr,1.00
12-31-2024,West Virginia,54081,Raleigh County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54081,Raleigh County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54083,Randolph County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54085,Ritchie County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54087,Roane County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54089,Summers County,Kindergarten,mmr,1.00
12-31-2022,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54089,Summers County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2025,West Virginia,54091,Taylor County,Kindergarten,mmr,0.00
12-31-2018,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
12-31-2019,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
12-31-2020,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
12-31-2021,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
12-31-2022,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
12-31-2023,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
12-31-2024,West Virginia,54093,Tucker County,Kindergarten,mmr,0.00
