time	state	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	total_enrolled
2020-09-01	Pennsylvania	42015	Bradford	Totals	1855	1851	1856	1868	1839	62	4	66	97.1	96.89999999999999	97.2	97.8	96.3	3.2	0.20000000000000004	3.4000000000000004	1910
2020-09-01	Pennsylvania	42017	Bucks	Kindergarten	5565	5533	5559	5615	5536	129	26	155	96.7	96.1	96.6	97.6	96.2	2.1999999999999997	0.5000000000000001	2.7	5756
2020-09-01	Pennsylvania	42017	Bucks	7th Grade	6855	6843	6855	6839	6759	219	89	308	98.1	97.89999999999999	98.1	97.8	96.7	3.2	1.2999999999999998	4.5	6990
2020-09-01	Pennsylvania	42017	Bucks	12th Grade	7660	7679	7697	7672	7476	432	224	656	97.6	97.8	98	97.7	95.2	5.5	2.9000000000000004	8.4	7852
2020-09-01	Pennsylvania	42017	Bucks	Totals	20080	20055	20111	20126	19771	780	339	1119	97.5	97.39999999999999	97.6	97.7	96	3.8	1.6000000000000003	5.4	20598
2020-09-01	Pennsylvania	42019	Butler	Kindergarten	1643	1638	1638	1653	1632	61	4	65	9650	96.2	96.2	97.1	95.80000000000001	3.5000000000000004	0.20000000000000004	3.7000000000000006	1703
2020-09-01	Pennsylvania	42019	Butler	7th Grade	2041	2036	2031	2051	2025	101	11	112	9770	97.39999999999999	97.2	98.1	96.89999999999999	4.8	0.5000000000000001	5.300000000000001	2090
2020-09-01	Pennsylvania	42019	Butler	12th Grade	2004	2001	1990	2012	1961	97	8	105	97.1	96.89999999999999	96.39999999999999	97.5	95	4.7	0.4000000000000001	5.1000000000000005	2064
2020-09-01	Pennsylvania	42019	Butler	Totals	5688	5675	5659	5716	5618	259	23	282	97.1	96.89999999999999	96.6	97.6	95.9	4.4	0.4000000000000001	4.800000000000001	5857
2020-09-01	Pennsylvania	42021	Cambria	Kindergarten	1089	1088	1086	1096	1089	18	0	18	97.39999999999999	97.3	97.1	98	1	2.2	0.6000000000000002	2.8000000000000003	1118
2020-09-01	Pennsylvania	42021	Cambria	7th Grade	1352	1353	1351	1355	1350	43	7	50	97.8	97.8	97.7	98	97.6	3.1000000000000005	0.5000000000000001	3.6000000000000005	1383
2020-09-01	Pennsylvania	42021	Cambria	12th Grade	1364	1360	1358	1363	1351	40	10	50	98.6	98.3	98.2	98.6	97.7	2.9000000000000004	0.7000000000000002	3.6000000000000005	1383
2020-09-01	Pennsylvania	42021	Cambria	Totals	3805	3801	3795	3814	3790	101	17	118	98	97.89999999999999	97.7	98.2	97.6	2.5999999999999996	0.4000000000000001	3	3884
2020-09-01	Pennsylvania	42023	Cameron	Kindergarten	47	47	46	47	47	0	0	0	97.89999999999999	97.89999999999999	95.80000000000001	97.89999999999999	4.200000000000001	0	NA	0	48
2020-09-01	Pennsylvania	42023	Cameron	7th Grade	42	42	42	42	41	2	0	2	97.7	97.7	97.7	97.7	97.7	0	2.3000000000000003	2.3000000000000003	43
2020-09-01	Pennsylvania	42023	Cameron	12th Grade	36	36	36	36	35	0	0	0	100	100	100	100	97.2	0	NA	0	36
2020-09-01	Pennsylvania	42023	Cameron	Totals	125	125	124	125	123	2	0	2	98.4	98.4	97.6	98.4	96.89999999999999	1.6000000000000003	0.8000000000000002	2.4000000000000004	127
2020-09-01	Pennsylvania	42025	Carbon	Kindergarten	539	538	539	544	539	8	1	9	97.5	97.3	97.5	98.4	0.20000000000000004	1.9000000000000004	0.9000000000000005	2.8000000000000007	553
2020-09-01	Pennsylvania	42025	Carbon	7th Grade	495	494	494	493	487	11	3	14	96.89999999999999	96.7	96.7	96.5	95.30000000000001	2.1999999999999997	0.6000000000000002	2.8	511
2020-09-01	Pennsylvania	42025	Carbon	12th Grade	702	702	699	701	697	13	11	24	99.2	99.2	98.7	99	98.4	1.9	1.6000000000000003	3.5000000000000004	708
2020-09-01	Pennsylvania	42025	Carbon	Totals	1736	1734	1732	1738	1723	32	15	47	98	97.89999999999999	97.7	98.1	97.2	1.8000000000000003	0.8000000000000002	2.6000000000000005	1772
2020-09-01	Pennsylvania	42027	Centre	Kindergarten	942	936	937	944	930	21	4	25	9770	9710	9720	9790	9650	210	40	250	964
2020-09-01	Pennsylvania	42027	Centre	7th Grade	996	993	998	1000	990	105	6	111	91.5	91.2	91.60000000000001	91.8	90.9	9.600000000000001	0.6000000000000002	10.200000000000001	1089
2020-09-01	Pennsylvania	42027	Centre	12th Grade	1058	1057	1059	1061	1032	48	7	55	97.6	97.5	97.7	97.89999999999999	95.2	4.5	0.6000000000000002	5.1000000000000005	1084
2020-09-01	Pennsylvania	42027	Centre	Totals	2996	2986	2994	3005	2952	174	17	191	95.5	95.2	95.4	95.80000000000001	94.1	5.5	0.5000000000000001	6	3137
2020-09-01	Pennsylvania	42029	Chester	Kindergarten	6279	6219	6236	6301	6199	178	15	193	95.5	94.5	94.8	95.80000000000001	94.19999999999999	2.7	0.20000000000000004	2.9000000000000004	6578
2020-09-01	Pennsylvania	42029	Chester	7th Grade	7928	7888	7926	7918	7871	368	26	394	96.1	95.7	96.1	96	95.5	4.4	0.3000000000000001	4.7	8246
2020-09-01	Pennsylvania	42029	Chester	12th Grade	7771	7753	7767	7751	7621	216	26	242	98.1	97.89999999999999	98	97.8	96.2	2.7000000000000006	0.3000000000000001	3.000000000000001	7923
2020-09-01	Pennsylvania	42029	Chester	Totals	21978	21860	21929	21970	21691	762	67	829	96.6	96.1	96.39999999999999	96.6	95.4	3.4000000000000004	0.3000000000000001	3.7	22747
2020-09-01	Pennsylvania	42031	Clarion	Kindergarten	408	406	407	409	406	4	0	4	97.8	97.39999999999999	97.6	98.1	0.5000000000000001	2.4000000000000004	0.5000000000000001	2.9000000000000004	417
2020-09-01	Pennsylvania	42031	Clarion	7th Grade	428	427	429	430	426	21	1	22	96.6	96.39999999999999	96.8	97.1	96.2	4.800000000000001	0.20000000000000004	5.000000000000001	443
2020-09-01	Pennsylvania	42031	Clarion	12th Grade	410	410	409	410	400	8	3	11	99.8	99.8	99.5	99.8	97.3	1.9000000000000004	0.7000000000000002	2.6000000000000005	411
2020-09-01	Pennsylvania	42031	Clarion	Totals	1246	1243	1245	1249	1232	33	4	37	98	97.8	98	98.3	96.89999999999999	2.6	0.3000000000000001	2.9000000000000004	1271
2020-09-01	Pennsylvania	42033	Clearfield	Kindergarten	844	840	843	859	843	28	2	30	96.7	96.2	96.6	98.4	0.20000000000000004	3.6	0.20000000000000004	3.8000000000000003	873
2020-09-01	Pennsylvania	42033	Clearfield	7th Grade	962	964	963	968	952	51	5	56	96.3	96.5	96.39999999999999	96.89999999999999	95.30000000000001	5.1000000000000005	0.5000000000000001	5.600000000000001	999
2020-09-01	Pennsylvania	42033	Clearfield	12th Grade	901	893	898	897	880	39	3	42	99.2	98.3	98.9	98.8	96.89999999999999	4.300000000000001	0.3000000000000001	4.6000000000000005	908
2020-09-01	Pennsylvania	42033	Clearfield	Totals	2707	2697	2704	2724	2675	118	10	128	97.39999999999999	97	97.3	98	96.2	4.300000000000001	0.4000000000000001	4.700000000000001	2780
2020-09-01	Pennsylvania	42035	Clinton	Kindergarten	310	309	306	316	308	10	0	10	95.10000000000001	94.8	93.89999999999999	96.89999999999999	1.2000000000000002	4.900000000000001	1.7999999999999998	6.700000000000001	326
2020-09-01	Pennsylvania	42035	Clinton	7th Grade	408	405	407	407	404	60	1	61	87.70000000000002	87.10000000000001	87.50000000000001	87.50000000000001	86.9	12.899999999999997	0.20000000000000004	13.099999999999998	465
2020-09-01	Pennsylvania	42035	Clinton	12th Grade	349	347	351	350	345	5	5	10	99.4	98.9	100	99.7	98.3	1.4	1.4000000000000001	2.8000000000000003	351
2020-09-01	Pennsylvania	42035	Clinton	Totals	1067	1061	1064	1073	1057	75	6	81	93.4	92.9	93.2	94	92.60000000000001	6.5	0.5000000000000001	7	1142
2020-09-01	Pennsylvania	42037	Columbia	Kindergarten	631	629	622	631	620	21	0	21	96.89999999999999	96.6	95.5	96.89999999999999	95.2	4.1	1.4000000000000001	5.5	651
2020-09-01	Pennsylvania	42037	Columbia	7th Grade	749	746	747	747	747	21	4	25	98.2	97.8	97.89999999999999	97.89999999999999	97.89999999999999	2.7	0.5000000000000001	3.2	763
2020-09-01	Pennsylvania	42037	Columbia	12th Grade	855	854	852	849	838	18	11	29	99.3	99.2	99	98.6	97.3	2.1000000000000005	1.2999999999999998	3.4000000000000004	861
2020-09-01	Pennsylvania	42037	Columbia	Totals	2235	2229	2221	2227	2205	60	15	75	98.2	98	97.6	97.89999999999999	96.89999999999999	2.5999999999999996	0.7000000000000002	3.3	2275
2020-09-01	Pennsylvania	42039	Crawford	Kindergarten	521	522	523	527	523	12	0	12	96.5	96.7	96.89999999999999	97.6	0.6000000000000002	1.4999999999999998	1.7000000000000002	3.2	540
2020-09-01	Pennsylvania	42039	Crawford	7th Grade	646	647	646	647	646	23	4	27	97	97.1	97	97.1	94	5.600000000000001	0.6000000000000002	6.200000000000001	666
2020-09-01	Pennsylvania	42039	Crawford	12th Grade	600	597	598	601	592	26	3	29	98.2	97.7	97.89999999999999	98.4	96.89999999999999	4.2	0.5000000000000001	4.7	611
2020-09-01	Pennsylvania	42039	Crawford	Totals	1767	1766	1767	1775	1761	61	7	68	97.2	97.2	97.2	97.7	96.89999999999999	3.3000000000000007	0.4000000000000001	3.7000000000000006	1817
2020-09-01	Pennsylvania	42041	Cumberland	Kindergarten	2195	2194	2196	2207	2187	43	4	47	97.1	97.1	97.2	97.7	96.8	2.0000000000000004	0.20000000000000004	2.2	2260
2020-09-01	Pennsylvania	42041	Cumberland	7th Grade	2481	2459	2462	2460	2419	88	36	124	97.7	96.8	97	96.89999999999999	95.30000000000001	3.5	1.4000000000000001	4.9	2539
2020-09-01	Pennsylvania	42041	Cumberland	12th Grade	2435	2425	2432	2432	2400	69	34	103	99.1	98.7	98.9	98.9	97.6	2.8	1.4000000000000001	4.2	2458
2020-09-01	Pennsylvania	42041	Cumberland	Totals	7111	7078	7090	7099	7006	200	74	274	98	97.5	97.7	97.8	96.5	2.7	1	3.7	7257
2020-09-01	Pennsylvania	42043	Dauphin	Kindergarten	4150	4144	4094	4210	4074	210	11	221	91.2	91.10000000000001	90	92.5	89.5	4.600000000000001	0.20000000000000004	4.800000000000001	4551
2020-09-01	Pennsylvania	42043	Dauphin	7th Grade	5319	5306	5314	5314	5270	264	28	292	94.3	94.1	94.19999999999999	94.19999999999999	93.5	4.7	0.5000000000000001	5.2	5639
2020-09-01	Pennsylvania	42043	Dauphin	12th Grade	4609	4597	4604	4612	4527	165	43	208	96.39999999999999	96.1	96.3	96.39999999999999	94.69999999999999	3.400000000000001	0.9000000000000005	4.300000000000001	4782
2020-09-01	Pennsylvania	42043	Dauphin	Totals	14078	14047	14012	14136	13871	639	82	721	94	93.8	93.60000000000001	94.39999999999999	92.60000000000001	4.200000000000001	0.5000000000000001	4.700000000000001	14972
2020-09-01	Pennsylvania	42045	Delaware	Kindergarten	5657	5615	5631	5719	5604	61	12	73	95.9	95.2	95.4	96.89999999999999	95	1.0000000000000002	0.20000000000000004	1.2000000000000004	5900
2020-09-01	Pennsylvania	42045	Delaware	7th Grade	6770	6749	6769	6778	6750	99	17	116	98.6	98.3	98.6	98.8	98.4	1.5000000000000004	0.20000000000000004	1.7000000000000004	6863
2020-09-01	Pennsylvania	42045	Delaware	12th Grade	6229	6227	6247	6246	6134	81	29	110	99.2	99.2	99.5	99.5	97.7	1.3000000000000003	0.5000000000000001	1.8000000000000003	6277
2020-09-01	Pennsylvania	42045	Delaware	Totals	18656	18591	18647	18743	18488	241	58	299	98	97.6	97.89999999999999	98.4	97.1	1.3000000000000003	0.3000000000000001	1.6000000000000005	19040
2020-09-01	Pennsylvania	42047	Elk	Kindergarten	264	264	265	267	262	4	0	4	97.8	97.8	98.1	98.9	0.4000000000000001	2.2	1.0999999999999999	3.3	270
2020-09-01	Pennsylvania	42047	Elk	7th Grade	280	279	280	280	276	5	2	7	99.6	99.3	99.6	99.6	98.2	1.8000000000000003	0.7000000000000002	2.5000000000000004	281
2020-09-01	Pennsylvania	42047	Elk	12th Grade	270	268	268	268	265	4	2	6	100	99.3	99.3	99.3	98.1	1.5	0.7000000000000002	2.2	270
2020-09-01	Pennsylvania	42047	Elk	Totals	814	811	813	815	803	13	4	17	99.1	98.8	99	99.3	97.8	1.6000000000000003	0.5000000000000001	2.1000000000000005	821
2020-09-01	Pennsylvania	42049	Erie	Kindergarten	2610	2601	2606	2632	2596	79	8	87	96.5	96.1	96.3	97.3	95.9	2.9	0.3000000000000001	3.2	2706
2020-09-01	Pennsylvania	42049	Erie	7th Grade	3118	3130	3155	3141	3116	110	13	123	97.7	98.1	98.9	98.4	97.6	3.5	0.4000000000000001	3.9000000000000004	3191
2020-09-01	Pennsylvania	42049	Erie	12th Grade	2840	2848	2864	2861	2805	73	26	99	97.7	98	98.5	98.4	96.5	2.5	0.9000000000000005	3.4000000000000004	2907
2020-09-01	Pennsylvania	42049	Erie	Totals	8568	8579	8625	8634	8517	262	47	309	9730	9740	9800	9810	9670	300	50	350	8804
2020-09-01	Pennsylvania	42051	Fayette	Kindergarten	1160	1158	1156	1175	1155	31	1	32	96.2	96	95.9	97.39999999999999	0.10000000000000002	4.300000000000001	0.7000000000000002	5.000000000000001	1206
2020-09-01	Pennsylvania	42051	Fayette	7th Grade	1242	1236	1239	1244	1235	51	3	54	98.3	97.8	98	98.4	97.7	4.000000000000001	0.20000000000000004	4.200000000000001	1264
2020-09-01	Pennsylvania	42051	Fayette	12th Grade	1155	1145	1148	1155	1131	55	4	59	99.1	98.3	98.5	99.1	97.1	4.7	0.3000000000000001	5	1165
2020-09-01	Pennsylvania	42051	Fayette	Totals	3557	3539	3543	3574	3521	137	8	145	97.89999999999999	97.39999999999999	97.5	98.3	96.89999999999999	3.7000000000000006	0.20000000000000004	3.900000000000001	3635
2020-09-01	Pennsylvania	42053	Forest	7th Grade	38	38	38	38	38	1	0	1	100	100	100	100	94.69999999999999	0	2.6	2.6	38
2020-09-01	Pennsylvania	42053	Forest	12th Grade	32	32	32	32	32	0	0	0	100	100	100	100	100	0	NA	0	32
2020-09-01	Pennsylvania	42053	Forest	Totals	95	95	95	95	95	1	0	1	100	100	100	100	71.6	0	NA	0	95
2020-09-01	Pennsylvania	42055	Franklin	Kindergarten	1333	1335	1334	1353	1324	37	1	38	96.2	96.3	96.2	97.6	95.5	2.7	0.10000000000000002	2.8	1386
2020-09-01	Pennsylvania	42055	Franklin	7th Grade	1670	1659	1663	1660	1620	85	15	100	97.5	96.8	97.1	96.89999999999999	94.6	4.9	0.9000000000000005	5.800000000000001	1713
2020-09-01	Pennsylvania	42055	Franklin	12th Grade	1615	1609	1615	1612	1557	54	20	74	98.2	97.89999999999999	98.2	98.1	94.69999999999999	3.3	1.2000000000000002	4.5	1644
2020-09-01	Pennsylvania	42055	Franklin	Totals	4618	4603	4612	4625	4501	176	36	212	97.39999999999999	97	97.2	97.5	94.89999999999999	3.8	0.8000000000000002	4.6	4743
2020-09-01	Pennsylvania	42057	Fulton	Kindergarten	148	149	149	149	149	3	0	3	97.39999999999999	98	98	98	2	0	0.7000000000000002	0.7000000000000002	152
2020-09-01	Pennsylvania	42057	Fulton	7th Grade	163	163	163	163	162	2	1	3	99.4	99.4	99.4	99.4	98.2	0.6000000000000002	1.2000000000000002	1.8000000000000003	164
2020-09-01	Pennsylvania	42057	Fulton	12th Grade	140	140	140	140	136	1	0	1	100	100	100	100	97.1	0	4.300000000000001	4.300000000000001	140
2020-09-01	Pennsylvania	42057	Fulton	Totals	451	452	452	452	447	6	1	7	98.9	99.1	99.1	99.1	98	1.7999999999999998	1.2999999999999998	3.0999999999999996	456
2020-09-01	Pennsylvania	42059	Greene	Kindergarten	267	268	267	268	267	6	0	6	96.7	97.1	96.7	97.1	96.7	1.8	1.4000000000000001	3.2	276
2020-09-01	Pennsylvania	42059	Greene	7th Grade	296	298	297	298	296	6	2	8	98.3	99	98.7	99	90.4	10	1	11	301
2020-09-01	Pennsylvania	42059	Greene	12th Grade	262	260	263	263	260	4	0	4	98.5	97.7	98.9	98.9	97.7	10.199999999999998	1.4999999999999998	11.699999999999998	266
2020-09-01	Pennsylvania	42059	Greene	Totals	825	826	827	829	823	16	2	18	97.89999999999999	98	98.1	98.3	97.6	1.9	0.20000000000000004	2.1	843
2020-09-01	Pennsylvania	42061	Huntingdon	Kindergarten	345	342	343	345	343	8	0	8	9830	97.39999999999999	97.7	98.3	1.0999999999999999	0.9000000000000005	1.0999999999999999	2.0000000000000004	351
2020-09-01	Pennsylvania	42061	Huntingdon	7th Grade	422	422	422	422	418	15	0	15	9720	97.2	97.2	97.2	96.3	5.000000000000001	0.9000000000000005	5.900000000000001	434
2020-09-01	Pennsylvania	42061	Huntingdon	12th Grade	477	477	477	476	468	4	6	10	99.2	99.2	99.2	99	97.3	0.8000000000000003	1.2000000000000002	2.0000000000000004	481
2020-09-01	Pennsylvania	42061	Huntingdon	Totals	1244	1241	1242	1243	1229	27	6	33	98.3	98	98.1	98.2	97.1	2.1000000000000005	0.5000000000000001	2.6000000000000005	1266
2020-09-01	Pennsylvania	42063	Indiana	Kindergarten	555	554	547	558	545	19	3	22	97	96.89999999999999	95.60000000000001	97.6	0.5000000000000001	4.2	0.7000000000000002	4.9	572
2020-09-01	Pennsylvania	42063	Indiana	7th Grade	688	687	693	689	680	90	3	93	89.60000000000001	89.5	90.2	89.7	88.5	11.699999999999998	0.4000000000000001	12.099999999999998	768
2020-09-01	Pennsylvania	42063	Indiana	12th Grade	714	713	712	713	709	21	2	23	99.3	99.2	99	99.2	98.6	2.9000000000000004	0.3000000000000001	3.2	719
2020-09-01	Pennsylvania	42063	Indiana	Totals	1957	1954	1952	1960	1934	130	8	138	95	94.89999999999999	94.8	95.2	93.89999999999999	6.3	0.4000000000000001	6.7	2059
2020-09-01	Pennsylvania	42065	Jefferson	Kindergarten	354	353	352	361	352	11	1	12	95.7	95.4	95.10000000000001	97.6	0.3000000000000001	3.8000000000000007	1.4000000000000001	5.200000000000001	370
2020-09-01	Pennsylvania	42065	Jefferson	7th Grade	376	375	376	379	375	62	0	62	85.60000000000001	85.4	85.60000000000001	86.30000000000001	85.4	13.700000000000003	2.5000000000000004	16.200000000000003	439
2020-09-01	Pennsylvania	42065	Jefferson	12th Grade	394	391	394	394	386	9	4	13	98.5	97.8	98.5	98.5	96.5	2.3000000000000003	1	3.3	400
2020-09-01	Pennsylvania	42065	Jefferson	Totals	1124	1119	1122	1134	1113	82	5	87	93	92.60000000000001	92.80000000000001	93.8	92.10000000000001	6.800000000000001	0.4000000000000001	7.200000000000001	1209
2020-09-01	Pennsylvania	42067	Juniata	Kindergarten	165	164	165	166	165	6	0	6	96.5	95.9	96.5	97.1	1.7999999999999998	0.6000000000000002	1.7999999999999998	2.4	171
2020-09-01	Pennsylvania	42067	Juniata	7th Grade	239	238	237	238	234	39	3	42	90.9	90.5	90.10000000000001	90.5	89	14.900000000000002	1.0999999999999999	16	263
2020-09-01	Pennsylvania	42067	Juniata	12th Grade	229	229	229	230	221	17	6	23	96.6	96.6	96.6	97	93.2	7.2	2.5000000000000004	9.700000000000001	237
2020-09-01	Pennsylvania	42067	Juniata	Totals	633	631	631	634	620	62	9	71	94.3	94	94	94.5	92.4	9.200000000000001	1.2999999999999998	10.5	671
2020-09-01	Pennsylvania	42069	Lackawanna	Kindergarten	1765	1762	1762	1780	1749	22	4	26	9770	9760	9760	9860	9680	120	20	140	1806
2020-09-01	Pennsylvania	42069	Lackawanna	7th Grade	2241	2239	2240	2236	2233	30	7	37	99	98.9	99	98.8	98.7	1.3000000000000003	0.3000000000000001	1.6000000000000005	2263
2020-09-01	Pennsylvania	42069	Lackawanna	12th Grade	2128	2124	2135	2131	2114	37	18	55	98.7	98.5	99	98.8	98.1	1.7000000000000006	0.8000000000000002	2.500000000000001	2156
2020-09-01	Pennsylvania	42069	Lackawanna	Totals	6134	6125	6137	6147	6096	89	29	118	98.5	98.4	98.6	98.7	97.89999999999999	1.4000000000000006	0.5000000000000001	1.9000000000000008	6225
2020-09-01	Pennsylvania	42071	Lancaster	Kindergarten	4635	4601	4620	4689	4545	216	21	237	93.89999999999999	93.2	93.60000000000001	95	92.10000000000001	4.4	0.4000000000000001	4.800000000000001	4937
2020-09-01	Pennsylvania	42071	Lancaster	7th Grade	5987	5943	5973	5999	5760	900	256	1156	88.6	88	88.4	88.8	85.30000000000001	13.3	3.8000000000000007	17.1	6756
2020-09-01	Pennsylvania	42071	Lancaster	12th Grade	4849	4822	4865	4856	4659	212	209	421	97.2	96.7	97.5	97.3	93.4	4.300000000000001	4.200000000000001	8.500000000000002	4989
2020-09-01	Pennsylvania	42071	Lancaster	Totals	15471	15366	15458	15544	14964	1328	486	1814	92.7	92.10000000000001	92.7	93.2	89.7	8	2.9000000000000004	10.900000000000002	16682
2020-09-01	Pennsylvania	42073	Lawrence	Kindergarten	826	824	824	865	825	30	4	34	92.10000000000001	91.9	91.9	96.39999999999999	92	3.3	0.4000000000000001	3.7	897
