time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
2018-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.82	0.94	0.74	0.92	NA	NA	NA
2019-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.86	0.9	0.71	0.97	NA	NA	NA
2020-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.87	0.89	0.7	0.87	NA	NA	NA
2021-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.99	0.71	0.97	0	NA	NA	NA
2022-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	1.18	1.17	1.29	1.11	1.26	NA	NA	NA
2023-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	1.35	1.37	1.41	1.17	1.38	NA	NA	NA
2024-09-01	44	Rhode Island	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1.54	1.62	1.34	1.6	NA	NA	NA
2018-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.26	0.34	0.3	0.39	NA	NA	NA
2019-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.35	0.41	0.3	0.41	NA	NA	NA
2020-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.37	0.44	0.39	0.44	NA	NA	NA
2021-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.45	0.34	0.43	0.52	NA	NA	NA
2022-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.41	0.45	0.45	0.48	NA	NA	NA
2023-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.33	0.47	0.33	0.45	NA	NA	NA
2024-09-01	44	Rhode Island	7	NA	NA	NA	NA	NA	NA	NA	NA	1.21	0.8	0.77	0.74	0.8	NA	NA	NA
2018-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2024-09-01	44	Rhode Island	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
